"","RecipeId","Quantity"
"1681",4699,2
"1682",4700,2
"1683",4701,2
"1684",4702,6
"1685",4703,2
"1686",4704,2
"1687",4705,2
"1688",4706,2
"1689",4707,2
"1690",4708,2
"1691",4709,6
"1692",4710,2
"1693",4711,2
"1694",4712,2
"1695",4713,2
"1696",4714,2
"1697",4715,2
"1698",4716,6
"1699",4959,2
"1700",4960,2
"1701",4961,2
"1702",4962,2
"1703",4963,6
"1704",4968,2
"1705",4969,2
"1706",4970,2
"1707",4971,2
"1708",4972,6
"1709",4977,2
"1710",4978,2
"1711",4979,2
"1712",4980,2
"1713",4981,6
"1714",4986,2
"1715",4987,2
"1716",4988,2
"1717",4989,2
"1718",4990,6
"1719",5020,2
"1720",5021,2
"1721",5039,2
"1722",5151,2
"1723",5152,2
"1724",5154,2
"1725",5155,6
"1726",5156,2
"1727",5161,2
"1728",5169,4
"1729",5170,0
"1730",5446,2
"1731",5448,2
"1732",5450,0
"1733",5514,2
"1734",5518,2
"1735",5520,2
"1736",5522,2
"1737",5524,6
"1738",5526,2
"1739",5558,4
"1740",5658,6
"1741",6042,2
"1742",6044,2
"1743",6046,2
"1744",6048,2
"1745",6050,2
"1746",6054,2
"1747",6056,6
"1748",6066,2
"1749",6068,2
"1750",6070,2
"1751",6072,2
"1752",6074,2
"1753",6078,2
"1754",6080,6
"1755",6112,2
"1756",6114,2
"1757",6116,2
"1758",6118,2
"1759",6120,2
"1760",6122,2
"1761",6124,6
"1762",6134,2
"1763",6136,2
"1764",6138,2
"1765",6140,2
"1766",6142,2
"1767",6144,2
"1768",6146,6
"1769",6168,2
"1770",6170,2
"1771",6172,2
"1772",6174,2
"1773",6176,2
"1774",6178,2
"1775",6180,6
"1776",6182,2
"1777",6184,2
"1778",6186,2
"1779",6188,2
"1780",6190,2
"1781",6192,2
"1782",6194,6
"1783",6438,2
"1784",6440,2
"1785",6442,2
"1786",6444,2
"1787",6446,2
"1788",6448,2
"1789",6450,2
"1790",6452,2
"1791",6454,2
"1792",6456,2
"1793",6458,2
"1794",6470,2
"1795",6472,2
"1796",6474,2
"1797",6476,2
"1798",6478,6
"1799",6488,2
"1800",6518,2
"1801",6520,2
"1802",6522,2
"1803",6524,2
"1804",6526,6
"1805",6528,2
"1806",6546,2
"1807",6548,2
"1808",6550,2
"1809",6552,2
"1810",6554,6
"1811",6556,2
"1812",6568,2
"1813",6570,2
"1814",6572,2
"1815",6574,2
"1816",6576,6
"1817",6578,2
"1818",6590,2
"1819",6592,2
"1820",6594,2
"1821",6596,2
"1822",6598,6
"1823",6600,2
"1824",6610,2
"1825",6612,2
"1826",6632,2
"1827",6634,2
"1828",6636,2
"1829",6638,2
"1830",6640,6
"1831",6642,2
"1832",6658,6
"1833",6660,2
"1834",6676,2
"1835",6682,2
"1836",6684,2
"1837",6686,2
"1838",6688,2
"1839",6690,2
"1840",6692,2
"1841",6694,6
"1842",6696,2
"1843",6698,2
"1844",6700,2
"1845",6702,2
"1846",6704,2
"1847",6706,2
"1848",6708,6
"1849",6710,2
"1850",6712,2
"1851",6714,2
"1852",6716,2
"1853",6718,6
"1854",6720,2
"1855",6722,2
"1856",6724,2
"1857",6726,2
"1858",6728,6
"1859",6730,2
"1860",6732,2
"1861",6734,2
"1862",6736,2
"1863",6738,6
"1864",6740,2
"1865",6742,2
"1866",6744,2
"1867",6746,2
"1868",6748,2
"1869",6750,2
"1870",6752,6
"1871",6754,2
"1872",6756,2
"1873",6758,2
"1874",6760,2
"1875",6762,6
"1876",6764,2
"1877",6766,2
"1878",6768,2
"1879",6770,2
"1880",6772,2
"1881",6774,2
"1882",6776,6
"1883",6778,2
"1884",6780,2
"1885",6782,2
"1886",6784,2
"1887",6786,2
"1888",6788,2
"1889",6790,6
"1890",6792,2
"1891",6794,2
"1892",6796,2
"1893",6798,2
"1894",6800,2
"1895",6802,2
"1896",6804,6
"1897",6820,2
"1898",6822,2
"1899",6824,2
"1900",6826,2
"1901",6828,2
"1902",6830,2
"1903",6832,6
"1904",6834,2
"1905",6836,2
"1906",6838,2
"1907",6840,2
"1908",6842,6
"1909",6844,2
"1910",6846,2
"1911",6848,2
"1912",6850,2
"1913",6852,2
"1914",6854,2
"1915",6856,6
"1916",6858,2
"1917",6860,2
"1918",6862,2
"1919",6864,2
"1920",6866,6
"1921",6972,10
"1922",7032,22
"1923",7034,14
"1924",7036,34
"1925",7493,2
"1926",7495,2
"1927",7497,2
"1928",7499,2
"1929",7509,2
"1930",7511,2
"1931",7513,2
"1932",7515,2
"1933",7517,6
"1934",7525,2
"1935",7553,2
"1936",7555,2
"1937",7557,2
"1938",7559,2
"1939",7561,6
"1940",7591,2
"1941",7593,2
"1942",7595,2
"1943",7597,2
"1944",7599,2
"1945",7601,6
"1946",7631,2
"1947",7649,2
"1948",7651,2
"1949",7653,2
"1950",7655,2
"1951",7657,6
"1952",7669,2
"1953",7881,2
"1954",7883,2
"1955",7885,2
"1956",7887,2
"1957",7889,6
"1958",7899,2
"1959",7901,2
"1960",7903,2
"1961",7905,2
"1962",7907,2
"1963",7909,6
"1964",7919,2
"1965",7921,2
"1966",7925,2
"1967",7927,2
"1968",7929,2
"1969",7931,2
"1970",7933,6
"1971",7935,2
"1972",7947,2
"1973",7949,2
"1974",7951,2
"1975",7953,2
"1976",7955,6
"1977",7957,2
"1978",7967,2
"1979",7969,2
"1980",7971,2
"1981",7973,2
"1982",7975,6
"1983",7977,2
"1984",7987,2
"1985",7989,2
"1986",7991,2
"1987",7993,2
"1988",7995,6
"1989",8007,2
"1990",8009,2
"1991",8011,2
"1992",8013,2
"1993",8015,6
"1994",8017,2
"1995",8019,2
"1996",8029,2
"1997",8031,2
"1998",8033,2
"1999",8035,2
"2000",8037,6
"2001",8039,2
"2002",8049,2
"2003",8051,2
"2004",8053,2
"2005",8055,2
"2006",8057,2
"2007",8059,2
"2008",8061,6
"2009",8063,2
"2010",8073,2
"2011",8075,2
"2012",8077,2
"2013",8079,2
"2014",8081,6
"2015",8083,2
"2016",8085,2
"2017",8087,2
"2018",8095,2
"2019",8097,2
"2020",8099,2
"2021",8101,2
"2022",8103,2
"2023",8107,2
"2024",8109,6
"2025",8111,2
"2026",8121,2
"2027",8123,2
"2028",8125,2
"2029",8127,2
"2030",8129,2
"2031",8131,2
"2032",8133,6
"2033",8135,2
"2034",8145,2
"2035",8147,2
"2036",8149,2
"2037",8151,2
"2038",8153,2
"2039",8155,2
"2040",8157,6
"2041",8159,2
"2042",8169,2
"2043",8171,2
"2044",8173,2
"2045",8175,2
"2046",8177,6
"2047",8179,2
"2048",8189,0
"2049",8191,0
"2050",8193,2
"2051",8195,0
"2052",8197,0
"2053",8199,6
"2054",8201,2
"2055",8211,2
"2056",8213,2
"2057",8215,2
"2058",8217,2
"2059",8219,6
"2060",8221,2
"2061",8223,2
"2062",8225,2
"2063",8227,2
"2064",8229,6
"2065",8231,2
"2066",8241,2
"2067",8243,2
"2068",8245,2
"2069",8247,2
"2070",8249,6
"2071",8251,2
"2072",8261,2
"2073",8263,2
"2074",8265,2
"2075",8267,2
"2076",8269,2
"2077",8271,2
"2078",8273,6
"2079",8275,2
"2080",8285,2
"2081",8287,2
"2082",8289,2
"2083",8291,2
"2084",8293,2
"2085",8295,2
"2086",8297,6
"2087",8299,2
"2088",8327,2
"2089",8329,2
"2090",8331,2
"2091",8333,2
"2092",8335,2
"2093",8337,2
"2094",8339,6
"2095",8341,2
"2096",8351,2
"2097",8353,2
"2098",8355,2
"2099",8357,2
"2100",8359,6
"2101",8369,2
"2102",8371,2
"2103",8373,2
"2104",8375,2
"2105",8377,2
"2106",8379,2
"2107",8381,6
"2108",8383,2
"2109",8391,2
"2110",8393,2
"2111",8395,2
"2112",8397,2
"2113",8399,2
"2114",8401,2
"2115",8403,6
"2116",8405,2
"2117",8415,2
"2118",8417,2
"2119",8419,2
"2120",8421,2
"2121",8423,2
"2122",8425,2
"2123",8427,6
"2124",8429,2
"2125",8431,2
"2126",8433,2
"2127",8435,2
"2128",8437,2
"2129",8439,2
"2130",8441,6
"2131",8453,2
"2132",8455,2
"2133",8457,2
"2134",8459,2
"2135",8461,6
"2136",8463,2
"2137",8473,2
"2138",8475,2
"2139",8477,2
"2140",8479,2
"2141",8481,6
"2142",8483,2
"2143",8493,2
"2144",8495,2
"2145",8497,2
"2146",8499,2
"2147",8501,6
"2148",8503,2
"2149",8533,2
"2150",8535,2
"2151",8537,2
"2152",8539,2
"2153",8541,6
"2154",8543,2
"2155",8553,2
"2156",8555,2
"2157",8557,2
"2158",8559,2
"2159",8561,6
"2160",8569,2
"2161",8571,2
"2162",8573,2
"2163",8591,2
"2164",8593,2
"2165",8595,2
"2166",8689,2
"2167",9041,2
"2168",9043,2
"2169",9049,2
"2170",9051,2
"2171",9053,2
"2172",9055,2
"2173",9057,2
"2174",9059,2
"2175",9061,2
"2176",9063,6
"2177",9125,2
"2178",9127,2
"2179",9129,2
"2180",9131,2
"2181",9133,6
"2182",9135,2
"2183",9145,2
"2184",9149,2
"2185",9151,2
"2186",9153,2
"2187",9155,2
"2188",9165,10
"2189",9251,2
"2190",9297,2
"2191",9299,2
"2192",9301,2
"2193",9303,2
"2194",9305,6
